CURRENT	MARKER_NUMBER	MISSING_DATA	METHOD	MEAN	SE	MIN	MAX	MEDIAN	QUANTILE25	QUANTILE75	SE_MIN	SE_MAX	SUBSAMPLE
RHO	5000	no.imputation	THL	32.6	3.78	13	53	33	27	38.25	28.82	36.38	4
RHO	6000	no.imputation	THL	34.7	3.74	13	47	36.5	28.5	45.25	30.96	38.44	4
RHO	7000	no.imputation	THL	36.1	3.79	20	47	40	23.25	47	32.31	39.89	4
RHO	8000	no.imputation	THL	40	4.42	20	60	40	30.25	51.5	35.58	44.42	4
RHO	9000	no.imputation	THL	44	4.34	20	60	47	34.75	53	39.66	48.34	4
RHO	10156	no.imputation	THL	49.3	2.83	40	60	50	40	58.25	46.47	52.13	4
OVERALL	100	no.imputation	THL	15.75	1.55	7.5	26.7	15.3	12.65	18.65	14.2	17.3	4
OVERALL	200	no.imputation	THL	17.05	1.45	7.5	26	18	15.35	18.95	15.6	18.5	4
OVERALL	500	no.imputation	THL	19.9	2.11	9.4	32.7	20	16.7	24.05	17.79	22.01	4
OVERALL	1000	no.imputation	THL	22.59	2.4	10.1	35.3	23.9	16.65	27.7	20.19	24.99	4
OVERALL	2000	no.imputation	THL	23.37	2.45	10	35.4	22.1	20.6	30.3	20.92	25.82	4
OVERALL	3000	no.imputation	THL	25.44	2.95	11.3	43.2	26.7	19.25	31.05	22.49	28.39	4
OVERALL	4000	no.imputation	THL	26	3.17	8.8	42	27.4	19.9	30.65	22.83	29.17	4
OVERALL	5000	no.imputation	THL	27.96	3.54	9.3	48	28.7	19.35	35.4	24.42	31.5	4
OVERALL	6000	no.imputation	THL	29.01	3.94	7.4	51.4	32.6	19.7	36.65	25.07	32.95	4
OVERALL	7000	no.imputation	THL	31.35	4.46	7.4	56.1	34	19.8	42.3	26.89	35.81	4
OVERALL	8000	no.imputation	THL	31.37	4.68	6	55.3	35.4	19.05	42.35	26.69	36.05	4
OVERALL	9000	no.imputation	THL	32.15	5.06	4.8	54.6	39.5	18.7	45.1	27.09	37.21	4
OVERALL	10156	no.imputation	THL	31.9	5.38	4.9	59.9	35.3	18	44.1	26.52	37.28	4
TRI	100	no.imputation	THL	10.8	1.72	7	20	7	7	13	9.08	12.52	5
TRI	200	no.imputation	THL	13.9	2.34	0	27	13	13	18.25	11.56	16.24	5
TRI	500	no.imputation	THL	11.4	1.67	7	20	10	7	13	9.73	13.07	5
TRI	1000	no.imputation	THL	16.6	3.02	0	33	16.5	13	20	13.58	19.62	5
TRI	2000	no.imputation	THL	14	2.09	7	27	13	8.5	18.25	11.91	16.09	5
TRI	3000	no.imputation	THL	15.8	1.55	13	27	13	13	18.25	14.25	17.35	5
TRI	4000	no.imputation	THL	18.7	1.97	7	27	20	14.75	20	16.73	20.67	5
TRI	5000	no.imputation	THL	15.3	2.26	7	27	13	13	18.25	13.04	17.56	5
TRI	6000	no.imputation	THL	15.3	3.53	0	33	13	7	20	11.77	18.83	5
TRI	7000	no.imputation	THL	18	3.08	7	33	20	8.5	20	14.92	21.08	5
TRI	8000	no.imputation	THL	16	3.42	7	33	13	7	23.5	12.58	19.42	5
TRI	9000	no.imputation	THL	11.2	1.69	0	20	13	8.5	13	9.51	12.89	5
TRI	10156	no.imputation	THL	13.3	2.44	0	27	13	8.5	18.25	10.86	15.74	5
BON	100	no.imputation	THL	11.3	2.22	0	27	13	7	13	9.08	13.52	5
BON	200	no.imputation	THL	14.7	3.53	0	33	16.5	7	20	11.17	18.23	5
BON	500	no.imputation	THL	10	2.25	0	20	10	7	13	7.75	12.25	5
BON	1000	no.imputation	THL	14.3	3.05	7	27	7	7	25.25	11.25	17.35	5
BON	2000	no.imputation	THL	12.5	1.83	0	20	13	13	13	10.67	14.33	5
BON	3000	no.imputation	THL	15.9	2.53	0	27	13	13	20	13.37	18.43	5
BON	4000	no.imputation	THL	13.3	2.44	0	27	13	8.5	18.25	10.86	15.74	5
BON	5000	no.imputation	THL	14.8	2.59	7	27	13	7	20	12.21	17.39	5
BON	6000	no.imputation	THL	14.7	2.17	7	27	13	8.5	20	12.53	16.87	5
BON	7000	no.imputation	THL	17.4	2.5	7	27	16.5	13	25.25	14.9	19.9	5
BON	8000	no.imputation	THL	20.7	3.01	7	33	20	14.75	27	17.69	23.71	5
BON	9000	no.imputation	THL	20.1	2.01	7	27	20	20	25.25	18.09	22.11	5
BON	10156	no.imputation	THL	27.5	2.66	7	40	27	27	31.5	24.84	30.16	5
GSL	100	no.imputation	THL	13.3	3.99	0	47	13	7	13	9.31	17.29	5
GSL	200	no.imputation	THL	13.3	2.93	0	33	13	7	18.25	10.37	16.23	5
GSL	500	no.imputation	THL	18.7	2.76	7	33	20	13	25.25	15.94	21.46	5
GSL	1000	no.imputation	THL	18.6	2.61	7	33	16.5	13	25.25	15.99	21.21	5
GSL	2000	no.imputation	THL	22.1	2.94	7	33	23.5	20	27	19.16	25.04	5
GSL	3000	no.imputation	THL	24	3.96	7	40	23.5	14.75	33	20.04	27.96	5
GSL	4000	no.imputation	THL	25.4	2.91	7	40	27	20	31.5	22.49	28.31	5
GSL	5000	no.imputation	THL	18.6	2.61	7	33	16.5	13	25.25	15.99	21.21	5
GSL	6000	no.imputation	THL	25.9	2.3	13	33	27	20	33	23.6	28.2	5
GSL	7000	no.imputation	THL	28.7	3.72	7	47	30	27	33	24.98	32.42	5
GSL	8000	no.imputation	THL	28.7	3.9	13	47	27	20	40	24.8	32.6	5
GSL	9000	no.imputation	THL	22.7	2.65	7	33	23.5	20	27	20.05	25.35	5
GSL	10156	no.imputation	THL	28.7	1.96	20	40	27	27	33	26.74	30.66	5
CAR	100	no.imputation	THL	12	3.12	0	27	13	1.75	20	8.88	15.12	5
CAR	200	no.imputation	THL	15.2	1.77	7	27	13	13	18.25	13.43	16.97	5
CAR	500	no.imputation	THL	22.7	3.48	7	40	20	14.75	27	19.22	26.18	5
CAR	1000	no.imputation	THL	20.7	3.99	7	40	20	8.5	31.5	16.71	24.69	5
CAR	2000	no.imputation	THL	28	3.82	7	47	30	21.75	33	24.18	31.82	5
CAR	3000	no.imputation	THL	27.1	4.27	13	53	26.5	14.75	33	22.83	31.37	5
CAR	4000	no.imputation	THL	36.1	4.56	13	60	33.5	27	45.25	31.54	40.66	5
CAR	5000	no.imputation	THL	40	3.99	20	60	40	33	47	36.01	43.99	5
CAR	6000	no.imputation	THL	42.2	4.09	27	67	43.5	30.25	47	38.11	46.29	5
CAR	7000	no.imputation	THL	46.1	4.05	27	67	43.5	40	56.75	42.05	50.15	5
CAR	8000	no.imputation	THL	42.1	3.02	27	60	43.5	34.75	47	39.08	45.12	5
CAR	9000	no.imputation	THL	45.2	4.55	20	67	46.5	34.75	53	40.65	49.75	5
CAR	10156	no.imputation	THL	53.4	2.98	40	67	56.5	47	60	50.42	56.38	5
BRA	100	no.imputation	THL	11.4	2.82	0	27	10	7	18.25	8.58	14.22	5
BRA	200	no.imputation	THL	7.5	2.54	0	27	7	1.75	7	4.96	10.04	5
BRA	500	no.imputation	THL	10	1.74	0	20	10	7	13	8.26	11.74	5
BRA	1000	no.imputation	THL	14	3.49	0	33	13	7	20	10.51	17.49	5
BRA	2000	no.imputation	THL	13.3	1.98	7	27	13	8.5	13	11.32	15.28	5
BRA	3000	no.imputation	THL	12	2.14	0	20	13	7	18.25	9.86	14.14	5
BRA	4000	no.imputation	THL	12.7	1.8	7	20	13	7	18.25	10.9	14.5	5
BRA	5000	no.imputation	THL	12	1.61	7	20	13	7	13	10.39	13.61	5
BRA	6000	no.imputation	THL	11.4	2.62	0	20	10	7	20	8.78	14.02	5
BRA	7000	no.imputation	THL	15.3	2.26	7	27	13	13	18.25	13.04	17.56	5
BRA	8000	no.imputation	THL	16	2.04	7	27	16.5	13	20	13.96	18.04	5
BRA	9000	no.imputation	THL	13.9	1.85	7	27	13	13	13	12.05	15.75	5
BRA	10156	no.imputation	THL	14.6	1.64	7	20	13	13	20	12.96	16.24	5
CAN	100	no.imputation	THL	10	1.74	0	20	10	7	13	8.26	11.74	5
CAN	200	no.imputation	THL	12.6	2.07	0	20	13	8.5	18.25	10.53	14.67	5
CAN	500	no.imputation	THL	9.3	2.66	0	27	10	1.75	13	6.64	11.96	5
CAN	1000	no.imputation	THL	10.7	1.99	0	20	10	7	13	8.71	12.69	5
CAN	2000	no.imputation	THL	11.2	2.63	0	20	13	3.25	18.25	8.57	13.83	5
CAN	3000	no.imputation	THL	9.4	1.73	0	20	7	7	13	7.67	11.13	5
CAN	4000	no.imputation	THL	6.2	1.85	0	20	7	1.75	7	4.35	8.05	5
CAN	5000	no.imputation	THL	7.4	2.07	0	20	7	1.75	11.5	5.33	9.47	5
CAN	6000	no.imputation	THL	7.5	1.83	0	20	7	7	7	5.67	9.33	5
CAN	7000	no.imputation	THL	7.5	1.15	0	13	7	7	7	6.35	8.65	5
CAN	8000	no.imputation	THL	9.4	1.73	0	20	7	7	13	7.67	11.13	5
CAN	9000	no.imputation	THL	12.7	2.08	7	27	13	7	13	10.62	14.78	5
CAN	10156	no.imputation	THL	13.9	1.85	7	27	13	13	13	12.05	15.75	5
SNS	100	no.imputation	THL	20	3.58	0	33	23.5	13	27	16.42	23.58	5
SNS	200	no.imputation	THL	18.1	2.23	7	27	20	14.75	20	15.87	20.33	5
SNS	500	no.imputation	THL	21.3	2.95	7	33	23.5	13	27	18.35	24.25	5
SNS	1000	no.imputation	THL	20	3.28	7	33	20	13	27	16.72	23.28	5
SNS	2000	no.imputation	THL	25.4	1.94	13	33	27	21.75	27	23.46	27.34	5
SNS	3000	no.imputation	THL	29.3	3.59	13	53	27	21.75	33	25.71	32.89	5
SNS	4000	no.imputation	THL	30.7	2.66	20	47	30	27	33	28.04	33.36	5
SNS	5000	no.imputation	THL	31.9	3.31	13	47	33	28.5	33	28.59	35.21	5
SNS	6000	no.imputation	THL	28.7	3.48	13	47	27	20	38.25	25.22	32.18	5
SNS	7000	no.imputation	THL	34	3.49	20	53	33	27	40	30.51	37.49	5
SNS	8000	no.imputation	THL	37.3	3.64	20	60	33	33	45.25	33.66	40.94	5
SNS	9000	no.imputation	THL	35.9	3.49	13	53	36.5	33	40	32.41	39.39	5
SNS	10156	no.imputation	THL	34.1	2.3	27	47	33	27	40	31.8	36.4	5
SEA	100	no.imputation	THL	27.4	3.34	0	40	27	27	33	24.06	30.74	5
SEA	200	no.imputation	THL	25.5	3.98	7	47	20	20	27	21.52	29.48	5
SEA	500	no.imputation	THL	30.1	3.2	13	47	27	27	38.25	26.9	33.3	5
SEA	1000	no.imputation	THL	33.4	2.93	27	53	30	27	33	30.47	36.33	5
SEA	2000	no.imputation	THL	32	3.45	13	47	33	27	38.25	28.55	35.45	5
SEA	3000	no.imputation	THL	34.7	3.13	20	47	36.5	28.5	40	31.57	37.83	5
SEA	4000	no.imputation	THL	32.8	4.21	13	47	30	21.75	47	28.59	37.01	5
SEA	5000	no.imputation	THL	34.8	4.19	20	60	30	27	45.25	30.61	38.99	5
SEA	6000	no.imputation	THL	36.6	4.54	13	67	33	33	43.5	32.06	41.14	5
SEA	7000	no.imputation	THL	38.1	3.14	27	53	36.5	28.5	47	34.96	41.24	5
SEA	8000	no.imputation	THL	42.6	2.88	33	60	40	34.75	47	39.72	45.48	5
SEA	9000	no.imputation	THL	40.5	3.65	27	60	33	33	51.5	36.85	44.15	5
SEA	10156	no.imputation	THL	40	2.65	27	53	40	33	47	37.35	42.65	5
BOO	100	no.imputation	THL	26.6	4.29	7	53	23.5	20	33	22.31	30.89	5
BOO	200	no.imputation	THL	20.1	3.14	7	40	20	14.75	25.25	16.96	23.24	5
BOO	500	no.imputation	THL	21.5	3.27	7	40	23.5	14.75	27	18.23	24.77	5
BOO	1000	no.imputation	THL	26.7	3.91	13	47	23.5	20	31.5	22.79	30.61	5
BOO	2000	no.imputation	THL	24.7	3.59	7	40	27	14.75	31.5	21.11	28.29	5
BOO	3000	no.imputation	THL	27.2	4.56	13	47	26.5	13	38.25	22.64	31.76	5
BOO	4000	no.imputation	THL	26	3.7	13	47	27	14.75	31.5	22.3	29.7	5
BOO	5000	no.imputation	THL	33.4	3.26	20	53	30	27	38.25	30.14	36.66	5
BOO	6000	no.imputation	THL	31.9	3.07	20	53	33	27	33	28.83	34.97	5
BOO	7000	no.imputation	THL	31.5	2.21	27	47	27	27	33	29.29	33.71	5
BOO	8000	no.imputation	THL	29.5	2.67	20	47	27	27	31.5	26.83	32.17	5
BOO	9000	no.imputation	THL	28.1	3.14	13	47	27	21.75	31.5	24.96	31.24	5
BOO	10156	no.imputation	THL	33.4	3.71	20	53	30	27	43.5	29.69	37.11	5
CCO	100	no.imputation	THL	13.4	2.62	0	27	13	7	20	10.78	16.02	5
CCO	200	no.imputation	THL	16.6	1.82	7	27	16.5	13	20	14.78	18.42	5
CCO	500	no.imputation	THL	20.6	4.01	0	40	20	13	31.5	16.59	24.61	5
CCO	1000	no.imputation	THL	24.8	3.83	7	53	27	20	27	20.97	28.63	5
CCO	2000	no.imputation	THL	24.1	3.33	7	40	23.5	20	27	20.77	27.43	5
CCO	3000	no.imputation	THL	28.1	3.69	7	47	27	27	33	24.41	31.79	5
CCO	4000	no.imputation	THL	23.7	4.35	13	53	16.5	13	33	19.35	28.05	5
CCO	5000	no.imputation	THL	25.4	3.4	7	40	27	20	31.5	22	28.8	5
CCO	6000	no.imputation	THL	26	3.33	7	40	23.5	20	33	22.67	29.33	5
CCO	7000	no.imputation	THL	27.4	2.32	13	40	27	27	31.5	25.08	29.72	5
CCO	8000	no.imputation	THL	28.7	1.96	20	40	27	27	33	26.74	30.66	5
CCO	9000	no.imputation	THL	31.2	1.69	20	40	33	28.5	33	29.51	32.89	5
CCO	10156	no.imputation	THL	29.8	2.24	20	40	33	23.25	33	27.56	32.04	5
RHO	100	no.imputation	THL	18.7	3.66	7	40	16.5	8.5	25.25	15.04	22.36	5
RHO	200	no.imputation	THL	27.4	4.81	0	60	27	27	31.5	22.59	32.21	5
RHO	500	no.imputation	THL	27.3	3.07	13	40	27	21.75	33	24.23	30.37	5
RHO	1000	no.imputation	THL	28.7	3.34	13	47	27	27	33	25.36	32.04	5
RHO	2000	no.imputation	THL	33.8	3.66	13	53	33	33	38.25	30.14	37.46	5
RHO	3000	no.imputation	THL	36.1	3.87	20	60	33	27	45.25	32.23	39.97	5
RHO	4000	no.imputation	THL	39.4	2.69	27	53	40	34.75	45.25	36.71	42.09	5
RHO	5000	no.imputation	THL	38	4.15	13	60	36.5	33	47	33.85	42.15	5
RHO	6000	no.imputation	THL	43.9	3.04	33	60	43.5	34.75	51.5	40.86	46.94	5
RHO	7000	no.imputation	THL	47.4	3.24	33	67	47	40	51.5	44.16	50.64	5
RHO	8000	no.imputation	THL	48.7	2.64	33	60	47	47	53	46.06	51.34	5
RHO	9000	no.imputation	THL	48.7	2.64	33	60	47	47	53	46.06	51.34	5
RHO	10156	no.imputation	THL	48.6	2.43	33	60	50	47	53	46.17	51.03	5
OVERALL	100	no.imputation	THL	15.9	1.91	10	27.4	13.3	11.35	19.35	13.99	17.81	5
OVERALL	200	no.imputation	THL	16.81	1.74	7.5	27.4	15.2	13.6	19.1	15.07	18.55	5
OVERALL	500	no.imputation	THL	18.45	2.2	9.3	30.1	20.6	10.7	22.1	16.25	20.65	5
OVERALL	1000	no.imputation	THL	20.77	2.1	10.7	33.4	20	15.45	25.75	18.67	22.87	5
OVERALL	2000	no.imputation	THL	21.92	2.42	11.2	33.8	24.1	13.65	26.7	19.5	24.34	5
OVERALL	3000	no.imputation	THL	23.6	2.72	9.4	36.1	27.1	15.85	28.7	20.88	26.32	5
OVERALL	4000	no.imputation	THL	24.09	3.16	6.2	39.4	25.4	16	31.75	20.93	27.25	5
OVERALL	5000	no.imputation	THL	24.69	3.47	7.4	40	25.4	15.05	34.1	21.22	28.16	5
OVERALL	6000	no.imputation	THL	25.83	3.74	7.5	43.9	26	15	34.25	22.09	29.57	5
OVERALL	7000	no.imputation	THL	28.31	3.87	7.5	47.4	28.7	17.7	36.05	24.44	32.18	5
OVERALL	8000	no.imputation	THL	29.06	3.82	9.4	48.7	28.7	18.35	39.7	25.24	32.88	5
OVERALL	9000	no.imputation	THL	28.2	4	11.2	48.7	28.1	17	38.2	24.2	32.2	5
OVERALL	10156	no.imputation	THL	30.66	4.05	13.3	53.4	29.8	21.05	37.05	26.61	34.71	5
TRI	100	no.imputation	THL	18	2.04	7	27	20	13	20	15.96	20.04	6
TRI	200	no.imputation	THL	19.5	2.54	7	27	20	14.75	27	16.96	22.04	6
TRI	500	no.imputation	THL	13.3	2.2	0	20	13	8.5	20	11.1	15.5	6
TRI	1000	no.imputation	THL	14.1	2.3	7	27	13	7	20	11.8	16.4	6
TRI	2000	no.imputation	THL	13.9	2.34	0	27	13	13	18.25	11.56	16.24	6
TRI	3000	no.imputation	THL	19.4	3.38	7	40	16.5	13	27	16.02	22.78	6
TRI	4000	no.imputation	THL	20.7	3.33	7	40	20	14.75	25.25	17.37	24.03	6
TRI	5000	no.imputation	THL	19.3	2.53	7	33	20	13	25.25	16.77	21.83	6
TRI	6000	no.imputation	THL	18.7	2.23	7	27	20	13	25.25	16.47	20.93	6
TRI	7000	no.imputation	THL	20.6	3.36	0	40	20	20	20	17.24	23.96	6
TRI	8000	no.imputation	THL	21.3	3.28	0	33	23.5	14.75	27	18.02	24.58	6
TRI	9000	no.imputation	THL	16.7	2.49	0	27	20	14.75	20	14.21	19.19	6
TRI	10156	no.imputation	THL	14.1	2.9	0	27	13	7	20	11.2	17	6
BON	100	no.imputation	THL	11.4	1.67	7	20	10	7	13	9.73	13.07	6
BON	200	no.imputation	THL	10.1	2.46	0	20	7	7	18.25	7.64	12.56	6
BON	500	no.imputation	THL	12.1	3.12	0	27	10	7	18.25	8.98	15.22	6
BON	1000	no.imputation	THL	10.6	3.58	0	33	10	0	18.25	7.02	14.18	6
BON	2000	no.imputation	THL	13.3	2.2	0	20	13	8.5	20	11.1	15.5	6
BON	3000	no.imputation	THL	11.4	3.26	0	33	7	7	18.25	8.14	14.66	6
BON	4000	no.imputation	THL	14.6	2.54	7	33	13	8.5	18.25	12.06	17.14	6
BON	5000	no.imputation	THL	17.4	2.5	7	27	16.5	13	25.25	14.9	19.9	6
BON	6000	no.imputation	THL	16.8	3.45	7	40	16.5	7	20	13.35	20.25	6
BON	7000	no.imputation	THL	20.7	2.53	7	33	20	14.75	27	18.17	23.23	6
BON	8000	no.imputation	THL	18	2.81	7	33	16.5	13	25.25	15.19	20.81	6
BON	9000	no.imputation	THL	19.9	2.98	7	33	16.5	13	27	16.92	22.88	6
BON	10156	no.imputation	THL	27.3	2.52	13	40	27	21.75	33	24.78	29.82	6
GSL	100	no.imputation	THL	11.5	2.63	0	27	7	7	18.25	8.87	14.13	6
GSL	200	no.imputation	THL	13.4	2.82	0	27	13	7	18.25	10.58	16.22	6
GSL	500	no.imputation	THL	18	3.15	0	33	20	13	25.25	14.85	21.15	6
GSL	1000	no.imputation	THL	25.3	2.71	7	33	27	20	33	22.59	28.01	6
GSL	2000	no.imputation	THL	27.4	2.72	20	47	27	20	31.5	24.68	30.12	6
GSL	3000	no.imputation	THL	32.8	3.76	20	60	27	27	33	29.04	36.56	6
GSL	4000	no.imputation	THL	29.2	3.44	13	53	30	21.75	33	25.76	32.64	6
GSL	5000	no.imputation	THL	28.8	2.44	20	47	27	27	31.5	26.36	31.24	6
GSL	6000	no.imputation	THL	30.8	2.23	20	40	27	27	38.25	28.57	33.03	6
GSL	7000	no.imputation	THL	24.7	2.46	13	40	23.5	20	27	22.24	27.16	6
GSL	8000	no.imputation	THL	22.6	2.68	13	40	20	20	25.25	19.92	25.28	6
GSL	9000	no.imputation	THL	21.9	2.85	13	40	20	14.75	25.25	19.05	24.75	6
GSL	10156	no.imputation	THL	23.3	2.49	13	40	20	20	25.25	20.81	25.79	6
CAR	100	no.imputation	THL	12	2.14	0	20	13	7	18.25	9.86	14.14	6
CAR	200	no.imputation	THL	14.6	1.64	7	20	13	13	20	12.96	16.24	6
CAR	500	no.imputation	THL	17.4	3.31	0	33	20	8.5	25.25	14.09	20.71	6
CAR	1000	no.imputation	THL	16.8	3.14	7	33	16.5	7	25.25	13.66	19.94	6
CAR	2000	no.imputation	THL	26.1	3.51	7	47	27	21.75	31.5	22.59	29.61	6
CAR	3000	no.imputation	THL	32	2.78	13	40	33	27	40	29.22	34.78	6
CAR	4000	no.imputation	THL	37.9	3.27	20	53	40	33	40	34.63	41.17	6
CAR	5000	no.imputation	THL	44.7	3.59	27	67	43.5	40	51.5	41.11	48.29	6
CAR	6000	no.imputation	THL	46.7	3.85	27	60	47	36.5	58.25	42.85	50.55	6
CAR	7000	no.imputation	THL	49.9	3.66	33	67	53	41.75	58.25	46.24	53.56	6
CAR	8000	no.imputation	THL	52.6	3.41	33	67	53	48.5	58.25	49.19	56.01	6
CAR	9000	no.imputation	THL	57.4	3.75	40	73	60	48.5	67	53.65	61.15	6
CAR	10156	no.imputation	THL	60	3.93	47	80	56.5	48.5	71.5	56.07	63.93	6
BRA	100	no.imputation	THL	11.3	3.41	0	33	10	1.75	18.25	7.89	14.71	6
BRA	200	no.imputation	THL	10.7	2.66	0	27	10	7	13	8.04	13.36	6
BRA	500	no.imputation	THL	9.4	2.24	0	20	7	7	13	7.16	11.64	6
BRA	1000	no.imputation	THL	12.7	2.72	0	27	13	7	13	9.98	15.42	6
BRA	2000	no.imputation	THL	11.9	2.17	0	27	13	8.5	13	9.73	14.07	6
BRA	3000	no.imputation	THL	12.6	1.51	7	20	13	8.5	13	11.09	14.11	6
BRA	4000	no.imputation	THL	11.3	1.96	0	20	13	7	13	9.34	13.26	6
BRA	5000	no.imputation	THL	14.5	1.95	0	20	13	13	20	12.55	16.45	6
BRA	6000	no.imputation	THL	16	2.49	0	27	20	13	20	13.51	18.49	6
BRA	7000	no.imputation	THL	17.3	2.08	7	27	16.5	13	20	15.22	19.38	6
BRA	8000	no.imputation	THL	17.3	2.65	7	33	16.5	13	20	14.65	19.95	6
BRA	9000	no.imputation	THL	20.7	2.53	7	33	20	14.75	27	18.17	23.23	6
BRA	10156	no.imputation	THL	20.6	2.14	13	33	20	14.75	25.25	18.46	22.74	6
CAN	100	no.imputation	THL	10.1	3.87	0	40	7	1.75	11.5	6.23	13.97	6
CAN	200	no.imputation	THL	10.1	3.03	0	27	7	1.75	18.25	7.07	13.13	6
CAN	500	no.imputation	THL	10.1	3.03	0	27	7	1.75	18.25	7.07	13.13	6
CAN	1000	no.imputation	THL	11.4	2.82	0	27	10	7	18.25	8.58	14.22	6
CAN	2000	no.imputation	THL	6.7	2.2	0	20	7	0	11.5	4.5	8.9	6
CAN	3000	no.imputation	THL	4.1	1.48	0	13	3.5	0	7	2.62	5.58	6
CAN	4000	no.imputation	THL	5.9	2.05	0	13	3.5	0	13	3.85	7.95	6
CAN	5000	no.imputation	THL	8.1	1.91	0	20	7	7	11.5	6.19	10.01	6
CAN	6000	no.imputation	THL	7.4	1.51	0	13	7	7	11.5	5.89	8.91	6
CAN	7000	no.imputation	THL	4.8	1.43	0	13	7	0	7	3.37	6.23	6
CAN	8000	no.imputation	THL	5.4	1.64	0	13	7	0	7	3.76	7.04	6
CAN	9000	no.imputation	THL	3.4	1.49	0	13	0	0	7	1.91	4.89	6
CAN	10156	no.imputation	THL	2.1	1.07	0	7	0	0	5.25	1.03	3.17	6
SNS	100	no.imputation	THL	17.3	3.9	0	47	16.5	13	20	13.4	21.2	6
SNS	200	no.imputation	THL	24.6	3.86	7	47	23.5	14.75	33	20.74	28.46	6
SNS	500	no.imputation	THL	26.7	3.33	13	40	27	20	36.75	23.37	30.03	6
SNS	1000	no.imputation	THL	30	3.93	13	47	30	21.75	38.25	26.07	33.93	6
SNS	2000	no.imputation	THL	30.1	2.67	20	47	27	27	33	27.43	32.77	6
SNS	3000	no.imputation	THL	34.8	2.95	20	47	36.5	27	40	31.85	37.75	6
SNS	4000	no.imputation	THL	41.3	4.06	20	60	43.5	33	51.5	37.24	45.36	6
SNS	5000	no.imputation	THL	44.7	4.62	27	73	43.5	34.75	51.5	40.08	49.32	6
SNS	6000	no.imputation	THL	45.9	3.01	27	53	50	41.75	53	42.89	48.91	6
SNS	7000	no.imputation	THL	50	2.86	33	60	50	47	58.25	47.14	52.86	6
SNS	8000	no.imputation	THL	56.7	3	47	73	53	48.5	65.25	53.7	59.7	6
SNS	9000	no.imputation	THL	60	2.44	47	73	60	54.75	65.25	57.56	62.44	6
SNS	10156	no.imputation	THL	64.2	2.86	47	80	67	61.75	67	61.34	67.06	6
SEA	100	no.imputation	THL	22	2.81	7	33	23.5	14.75	27	19.19	24.81	6
SEA	200	no.imputation	THL	28.6	1.97	13	33	30	27	33	26.63	30.57	6
SEA	500	no.imputation	THL	38	3.61	20	60	36.5	33	45.25	34.39	41.61	6
SEA	1000	no.imputation	THL	40	1.81	33	47	40	34.75	45.25	38.19	41.81	6
SEA	2000	no.imputation	THL	40.1	2.5	27	47	43.5	33	47	37.6	42.6	6
SEA	3000	no.imputation	THL	42	2.81	27	53	43.5	34.75	47	39.19	44.81	6
SEA	4000	no.imputation	THL	43.3	3.32	27	60	43.5	34.75	51.5	39.98	46.62	6
SEA	5000	no.imputation	THL	46.6	2.82	33	60	47	41.75	53	43.78	49.42	6
SEA	6000	no.imputation	THL	45.4	3.83	27	67	43.5	40	51.5	41.57	49.23	6
SEA	7000	no.imputation	THL	49.4	4.12	27	67	50	40	58.25	45.28	53.52	6
SEA	8000	no.imputation	THL	48.7	3.9	33	67	43.5	40	58.25	44.8	52.6	6
SEA	9000	no.imputation	THL	48.2	4.57	27	67	47	40	62	43.63	52.77	6
SEA	10156	no.imputation	THL	51.4	4.18	33	73	47	47	56.75	47.22	55.58	6
BOO	100	no.imputation	THL	23.5	3.89	7	47	27	14.75	27	19.61	27.39	6
BOO	200	no.imputation	THL	25.9	3.01	7	33	30	21.75	33	22.89	28.91	6
BOO	500	no.imputation	THL	32.6	3.34	13	53	33	27	38.25	29.26	35.94	6
BOO	1000	no.imputation	THL	33.5	3.62	13	47	30	27	45.25	29.88	37.12	6
BOO	2000	no.imputation	THL	32	3.29	13	47	33	27	40	28.71	35.29	6
BOO	3000	no.imputation	THL	32	3.82	13	53	30	27	38.25	28.18	35.82	6
BOO	4000	no.imputation	THL	32.5	3.19	13	53	33	28.5	33	29.31	35.69	6
BOO	5000	no.imputation	THL	32.6	3.07	13	40	36.5	28.5	40	29.53	35.67	6
BOO	6000	no.imputation	THL	35.8	2.86	20	53	33	33	38.25	32.94	38.66	6
BOO	7000	no.imputation	THL	40.6	2.88	27	53	40	33	47	37.72	43.48	6
BOO	8000	no.imputation	THL	43.4	1.82	33	53	43.5	40	47	41.58	45.22	6
BOO	9000	no.imputation	THL	43.4	2.45	27	53	43.5	40	47	40.95	45.85	6
BOO	10156	no.imputation	THL	42.6	2.5	33	53	43.5	34.75	47	40.1	45.1	6
CCO	100	no.imputation	THL	17.8	3.31	7	40	13	13	18.25	14.49	21.11	6
CCO	200	no.imputation	THL	22.7	3	7	40	20	20	27	19.7	25.7	6
CCO	500	no.imputation	THL	27.3	3.07	13	40	27	21.75	33	24.23	30.37	6
CCO	1000	no.imputation	THL	25.2	4.55	13	53	20	13	36.75	20.65	29.75	6
CCO	2000	no.imputation	THL	27.4	2.72	20	47	27	20	31.5	24.68	30.12	6
CCO	3000	no.imputation	THL	34	3.18	20	53	33	27	38.25	30.82	37.18	6
CCO	4000	no.imputation	THL	36.7	4.34	20	60	36.5	27	45.25	32.36	41.04	6
CCO	5000	no.imputation	THL	38.7	3.93	20	60	40	28.5	45.25	34.77	42.63	6
CCO	6000	no.imputation	THL	38.1	3.54	27	53	36.5	27	47	34.56	41.64	6
